都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考,区分1,区分2,休業日,最大収容人数,バリアフリー対応,身障者用駐車場有り,車イスでの入店可能,車イストイレあり,多目的トイレあり,バリアフリーその他,バリアフリー詳細情報_他_備考,HP有無,焼津温泉,宿泊施設_部屋数,宿泊施設_温泉,タグ1,タグ2,タグ3,ふるさと納税
222127,2024000150,静岡県,焼津市,お茶の丸玉園　駅前通本店,オチャノマルタマエンエキマエドオリホンテン,,,静岡県焼津市栄町4-1-4　　,,34.870362,138.319592,,,,9:00～18:00　　　　,,,焼津駅より歩いて3分。自家工場にて仕上げています。味に自信あり!その他、お茶を使った菓子、海苔、椎茸などいろいろな商品を取り揃えております。,,,普2台　　　　　　　　　　　　　　　,,駅前通本店,054-628-4020　,,,,http://www.marutamaen-shop.com/,【掲載先】焼津マップ,お買い物,お茶,日曜（5・12月は日曜営業）,,無,,,,,,,有,,,,,,,
222127,2024000151,静岡県,焼津市,お茶の丸玉園 登呂田店（SANOWA）,オチャノマルタマエントロダテン,,,静岡県焼津市東小川5-9-17,,34.857072,138.310677,,,,9:30～18:00(LO.17:00),,,登呂田店では喫茶スペースを併設し、こだわりの抹茶スイーツ（パフェなど）を販売しております。,,,普10台,,登呂田店,054-621-5501,,,,http://www.marutamaen-shop.com/,【掲載先】焼津マップ,お買い物,お茶,水曜（5･8･12月は休まず営業）,,無,,,,,,,有,,,,,,,
222127,2024000152,静岡県,焼津市,（株）ハットリ製茶,ハットリセイチャ,,,静岡県焼津市三ケ名787-1,,34.859419,138.298753,,,,9:00～18:00,,,お茶・紅茶・コーヒー豆・抹茶があります。コーヒー豆はご注文頂いてから焼きますので焼き立てが楽しめます。,,,普10台,,,054-629-5057,,,,https://hattori2020.com/,【掲載先】焼津マップ,お買い物,お茶,"	日曜・祝日",,有,,〇,,,,,有,,,,,,,
222127,2024000153,静岡県,焼津市,長峰製茶三和本店,ナガミネセイチャミワホンテン,,,静岡県焼津三和60,,34.822801,138.302095,,,,9:30～18:00　　　,,,焼津三和本店、長峰花カフェ、桜名所「栃山堤の富士見桜」を背景に絶好のロケーションにあります。,,,普50台/大型1台　　　　　　　　　　　　　　　　　　　　,,三和本店,054-625-1251　,,,,http://www.rakuten.co.jp/nagamine/,【掲載先】焼津マップ,お買い物,お茶,年中無休（年末年始を除く）,,有,,〇,,,,店舗入口は、車いす用スロープ有り。,有,,,,,,,
222127,2024000154,静岡県,焼津市,長峰製茶 さかなセンター店,ナガミネセイチャサカナセンターテン,,,静岡県焼津市八楠4-13-7,,34.880435,138.303333,,,,9:00～17:00,,,明治創業のお茶屋、長峰製茶のさかなセンター店です。抹茶ソフトもあります。,,,さかなｾﾝﾀｰに準ずる,,さかなセンター店,054-629-3321,,,,http://www.rakuten.co.jp/nagamine/,【掲載先】焼津マップ,お買い物,お茶,隔週水曜,,有,〇,〇,〇,〇,,さかなセンターに準ずる,有,,,,,,,
222127,2024000155,静岡県,焼津市,山一園製茶（株）,ヤマイチエンセイチャ,,,静岡県焼津市上新田862-1,,34.815393,138.273768,,,,9:00～18:00,,,棒茶専門店として1966年創業。日本で一番棒茶の種類が多い店。人気No1は特選棒茶。熱湯棒茶が人気赤丸急上昇！,,,普20台/大型2台,,,054-622-1724,,,,https://www.yamaichien.com/,【掲載先】焼津マップ,お買い物,お茶,元日のみ,,無,,,,,,,有,,,,,,,
222127,2024000156,静岡県,焼津市,駿河の地酒屋　仲野冨士男酒店,スルガノジザケヤナカノフジオサケテン,,,静岡県焼津市中港1-3-27,,34.871569,138.322395,,,,9:00～18:30,,,磯自慢特約店。安心な品質管理のもと蔵元直送、志太の地酒、地元限定品に出会える店。駅より徒歩５分。,,,普4台,,,054-628-3529,,,,https://www.yaizu.gr.jp/spot/2872,【掲載先】焼津マップ,お買い物,お酒,日曜（祝日・年末は営業）,,無,,,,,,,無,,,,,,,
222127,2024000157,静岡県,焼津市,リカーズ　グリーン,リカーズグリーン,,,静岡県焼津市中新田251-3,,34.84461,138.291743,,,,9:00～20:00,,,「磯自慢、初亀、喜久酔、臥龍梅、杉錦、若竹、志太泉・・・など」こだわりの銘酒を取り揃えました。,,,普10台,,,054-624-3210,,,,https://green.ocnk.net/,【掲載先】焼津マップ,お買い物,お酒,水曜,,有,,〇,,,,段差無し。,有,,,,,,,
222127,2024000158,静岡県,焼津市,蔵元より手造りの味を　原田酒店,クラモトヨリテヅクリノアジヲハラダサケテン,,,静岡県焼津市小川3151,,34.850131,138.320026,,,,9:00～19:00,,,焼津の銘酒”磯自慢”をはじめ、静岡県内の地酒を中心とした品揃えです。,,,普3台,,,054-624-2482,,,,http://www.haradasaketen.com/,【掲載先】焼津マップ,お買い物,お酒,水曜,,有,,〇,,,,段差無し。,有,,,,,,,
222127,2024000159,静岡県,焼津市,下村こうじ屋,シモムラコウジヤ,,,静岡県焼津市本町2-15-6,,34.86653737,138.3228475,,,,9:00～17:00,,,国産素材で作ったこだわりの発酵食品専門店。味噌、金山寺、甘酒販売中。甘酒はすぐに飲めるカップ販売も！,,,普6台,,,054-628-5310,,,,https://www.shimomura-koujiya.com,【掲載先】焼津マップ,お買い物,その他買い物,日曜・祝日・土曜午後,,無,,,,,,,有,,,,,,,
222127,2024000160,静岡県,焼津市,JAおおいがわ「まんさいかん」まんさいかん焼津,ジェイエーオオイガワマンサイカンマンサイカンヤイヅ,,,静岡県焼津市焼津4-8-5,,34.863206,138.31475,,,,9:00～17:00,,,農家が丹精込めて生産した「新鮮・安全・安心」な農畜産物や加工品が「まんさい」です。話題の「金芽米」も。,,,普88台　　　　　　　　　　　　　　,,まんさいかん焼津,054-626-8822,,,,https://ooigawa.ja-shizuoka.or.jp/mansaikan/index#what,【掲載先】焼津マップ,お買い物,その他買い物,毎月第2火曜（7・8月を除く）年始（1月1日～4日）3月31日、9月30日,,有,〇,〇,〇,〇,,段差無し。車いす対応トイレ有り。,無,,,,,,,
222127,2024000161,静岡県,焼津市,JAおおいがわ「まんさいかん」 まんさいかん静浜,ジェイエーオオイガワマンサイカンマンサイカンシズハマ,,,静岡県焼津市宗高1-2,,34.814155,138.281471,,,,9:00～17:00,,,農家が丹精込めて生産した「新鮮・安全・安心」な農畜産物や加工品が「まんさい」です。話題の「金芽米」も。,,,普91台,,まんさいかん静浜,054-664-0831,,,,https://ooigawa.ja-shizuoka.or.jp/mansaikan/index#what,【掲載先】焼津マップ,お買い物,その他買い物,毎月第2火曜（7・8月を除く）年始（1月1日～4日）3月31日、9月30日,,有,〇,〇,〇,〇,,段差無し。車いす対応トイレ有り。,無,,,,,,,
222127,2024000162,静岡県,焼津市,岩崎蒟蒻店,イワザキコンニャクテン,,,静岡県焼津市小川新町1-5-14,,34.859261,138.320597,,,,9:00～16:00,,,創業昭和2年。女性職人が作る伝統的なばた練り製法の手づくりこんにゃく専門店です。,,,普１台,,,054-628-2788,,,,https://iwazaki-konnyaku.jp/,【掲載先】焼津マップ,お買い物,その他買い物,土曜・日曜・祝日,,有,,〇,,,,,有,,,,,,,
222127,2024000163,静岡県,焼津市,SWEN焼津店,スウェンヤイヅテン,,,静岡県焼津市東小川1-8-4,,34.85964345,138.3128686,,,,平日10:30～20:00　土日祝10:00～20:00,,,キャンプライフスタイルをメインコンセプトに日常と余暇と自然を繋げるツールとしてのブランド商品を展開。,,,普30台（共有約40台）,,,054-621-5015,,,,http://www.casa-swen.com/index.htm,【掲載先】焼津マップ,お買い物,その他買い物,水曜,,有,〇,〇,,〇,エレベータ有,,有,,,,,,,
222127,2024000164,静岡県,焼津市,osoto雑貨　（オソトザッカ）,オソトザッカ,,,静岡県焼津市城之腰48-1,,34.860649,138.323709,,,,10:00～19:00（季節により変動有）,,,初心者からコアなキャンパーまで楽しめるアウトドア用品やオリジナル商品を販売していて、カフェも併設しています。,,,普4台,,,054-625-9115,,,,https://www.osotozakka.com/,【掲載先】焼津マップ,お買い物,その他買い物,月曜,,無,,,,,,,有,,,,,,,
222127,2024000165,静岡県,焼津市,吉村直売所　静岡焼津店,ヨシムラ,,,静岡県焼津市越後島408,,34.8828907,138.2973921,,,,9:00～16:30,,,お茶に合うオリジナルのチョコレートなどのお菓子や、茶器を販売しているパッケージメーカーです。,,,普5台,,,054-627-6211,,,,https://www.yaizu.gr.jp/spot/1526,【掲載先】焼津マップ,お買い物,その他買い物,土曜・日曜・祝日,,有,,〇,,〇,,,有,,,,,,,
222127,2024000166,静岡県,焼津市,ジュエルツチヤ,ジュエルツチヤ,,,静岡県焼津市柳新屋882,,34.858527,138.288533,,,,10:00～19:00,,,宝石の輸入からデザイン・製作までを手掛けるオリジナルジュエリーを中心に真珠などが揃う宝石専門店です。,,,普35台,,,054-629-1670,,,,https://www.rubida.com/,【掲載先】焼津マップ,お買い物,その他買い物,水曜,,有,,〇,,,,,有,,,,,,,
222127,2024000167,静岡県,焼津市,大鈴屋豆腐店,オオスズヤトウフテン,,,静岡県焼津市東小川8-12-8,,34.849386,138.308518,,,,10:00～18:00,,,おからを出さない特殊製法で作る豆腐店。美味しく体にも環境にも良い一石三鳥の製法で作る豆腐製品をぜひご堪能下さい。,,,普8台,,,054-665-6267,,,,https://www.suruga2525.com/,【掲載先】焼津マップ,お買い物,その他買い物,火曜,,無,,,,,,,有,,,,,,,
222127,2024000168,静岡県,焼津市,ガラスアートのアルカイック,ガラスアートノアルカイック,,,静岡県焼津市東小川4-15-16,,34.852056,138.315504,,,,10:00～19:00,,,トロフィー、ワインボトル、グラス等にイラスト、お名前、似顔絵等を彫刻。誕生日、結婚祝い、還暦祝い等の記念品を制作販売しています。,,,普6台,,,054-628-7117,,,,https://fuji-arc.net/,【掲載先】焼津マップ,お買い物,その他買い物,木曜,,無,,,,,,,有,,,,,,,
222127,2024000169,静岡県,焼津市,石窯パン工房　パトン焼津店,イシガマパンコウボウパトンヤイヅテン,,,静岡県焼津市小川2826,,34.848304,138.312938,,,,7:00～19:00,,,人気のカレーパンや駿河湾海洋深層水を使ったフランスパンなど。厳選素材と手作り製法で自信をもって焼き上げています。,,,普14台　軽5台,,,054-656-0810,,,,https://paton0810.com/,【掲載先】焼津マップ,お買い物,その他買い物,月曜（祝日の場合翌日休）,,有,〇,,,,,,有,,,,,,,
222127,2024000170,静岡県,焼津市,しぞ～かおでん・お弁当・おむすびの天神屋　ねぎ島店,シゾ～カオデンオベントウオムスビノテンジンヤネギシマテン,,,静岡県焼津市祢宜島541-4,,34.838884,138.308173,,,,9:00～20:00,,,「かわいい三角屋根が目印」しぞ～かおでんでお出迎え！！元祖たぬきむすび、お弁当など取り揃えております。,,,普6台,,,054-625-1233,,,,http://www.tenjinya.com/,【掲載先】焼津マップ,お買い物,その他買い物,年中無休（年末年始休日あり）,,有,,〇,,,,出入口に段差有り、介助者がいれば車いすで入店可。,有,,,,,,,
222127,2024000171,静岡県,焼津市,石津マート,イシヅマート,,,静岡県焼津市石津港町31-3,,34.8426298,138.3264258,,,,9:00～19:00,,,新鮮なお刺身と手作りお惣菜が人気です。はんぺんフライ32円、へそフライ162円とコスパ最強の港町の台所です。,,,普12台,,,054-624-7757,,,,https://www.instagram.com/ishizumart/,【掲載先】焼津マップ,お買い物,その他買い物,日曜・祝日・第１月曜,,有,,〇,,,,,有,,,,,,,
222127,2024000172,静岡県,焼津市,おおいがわAkindo事業協同組合,オオイガワアキンドジギョウキョウドウクミアイ,,,静岡県焼津市宗高900（大井川商工会内）,,34.803875,138.284525,,,,8:30～17:15（事務局）,,,焼津市大井川地区の商店会の組合です。お得なポイントカード「Akindoカード」を是非ご利用ください。,,,普8台,,,054-622-0393,,,,https://o-akindo.com/,【掲載先】焼津マップ,お買い物,その他買い物,土曜・日曜・祝日・年末年始,,無,,,,,,,有,,,,,,,
222127,2024000173,静岡県,焼津市,カネジュウ食品（株）,カネジュウショクヒンカブシキガイシャ,,,静岡県焼津市吉永7-1,,34.7975786,138.2791427,,,,9:00～16:00,,,佐川急便大井川営業所の隣です。味噌、金山寺、あま酒などマルシェで人気の商品も取り揃えております。,,,普10台,,,054-622-5515,,,,https://kanejyu.com/,【掲載先】焼津マップ,お買い物,その他買い物,土曜・日曜・祝日・お盆・年末年始,,無,,,,,,,有,,,,,,,
222127,2024000174,静岡県,焼津市,贈りたくなるギフト　シャディ　カネショーギフト,オクリタクナルギフトシャディカネショーギフト,,,静岡県焼津市飯淵539,,34.787752,138.281918,,,,10:00～16:00,,,婚礼・出産・快気祝・仏事・名入れタオル・粗品・記念品専門店。まずはお問合わせください。,,,普10台/大型1台,,,054-622-6544,,,,http://oigawa-s.net/kanesyo/,【掲載先】焼津マップ,お買い物,その他買い物,火曜・水曜・木曜　（季節により変動あり）,,有,,〇,,,,出入口に段差はあるが、マットを引いて解消。店内は段差無し。,有,,,,,,,
222127,2024000175,静岡県,焼津市,自家焙煎珈琲　めぐみ珈琲ラボ,ジカバイセンコーヒーメグミコーヒーラボ,,,静岡県焼津市栄町1-2-14（焼津市観光協会内で販売）,,34.87157,138.318799,,,,8:30～17:15,,,"小泉八雲の作品を読みながら珈琲と一緒に、八雲の世界へどうぞ！八雲珈琲&妖怪珈琲＆鰹節珈琲
※八雲珈琲は焼津小泉八雲記念館・茶郷山いちでも販売中",,,なし,,,,,,,https://www.instagram.com/megumi_coffee_lab/,【掲載先】焼津マップ:【mail】megumi.coffeelab@gmail.com,お買い物,その他買い物,年末年始,,無,,,,,,,有,,,,,,,
222127,2024900003,静岡県,焼津市,焼津谷島屋登呂田店,ヤイヅヤジマヤトロタテン,,,静岡県焼津市西小川2-1-8,,34.8595728,138.3111146,日月火水木金土祝,09:30,21:20,09:30～21:20 基本年中無休です。年末年始は営業時間変更の場合もあります。,,,焼津市西小川にある書店です。焼津出身、在住の作家さんの本の展開、焼津に関連ある作品や商品の紹介などにも力をいれている地域密着型書店です！本、雑誌だけでなく文具、雑貨、宝くじも取り扱っております。,,,100台,,,054-629-4848,,,,https://m.facebook.com/yaizuyajimaya/,一般募集で情報提供いただいた情報です。,お買い物,その他買物,,,無,,,,,,,有,,,,,,,
222127,2024900004,静岡県,焼津市,西洋菓子　ラヴィエベル,セイヨウガシ　ラヴィエベル,,,静岡県焼津市祢宜島35-3,,34.8427694,138.3059996,日火水木金土祝,10:00,19:00,10:00～19:00 月曜日が祝日の場合翌日休業,,,地元焼津の卵や国産小麦、発酵バターなど最高級の素材を使用しながらもなるべくお求め安い価格でご提供できるよう日々努力しています。,,,普5台,,,054-623-7203,,,,http://lavieestbelle2002.com/,一般募集で情報提供いただいた情報です。,お買い物,お菓子,月,,有,,〇,,,,,有,,,,,,,
222127,2024900008,静岡県,焼津市,有限会社さくらい,サクライ,,,静岡県焼津市下小田５３５－1,,34.8366912,138.322514,日月火木土祝,08:00,00:20,08:00～00:20 ,,,地元磯自慢、初亀など全国のお酒をあつかっています。,,,5台,,,054-624-4336,,,,,一般募集で情報提供いただいた情報です。,お買い物,お酒,水,,有,〇,〇,,,,,無,,,,,,,
222127,2024900009,静岡県,焼津市,くすかみ呉服店,クスカミゴフクテン,,,静岡県焼津市西小川5-2-15,,34.8589895,138.3079817,日月木金土祝,10:00,18:30,10:00～18:30 ,,,新しい着物を作ったり昔の着物が甦る様に手を加えたり着物の事ならなんでも相談して下さいね。夏は魚河岸シャツ用の生地も販売しております。,,,店舗前3台。二軒隣に4台。,,,054-629-2991,,,,www.kusukami.jp,一般募集で情報提供いただいた情報です。,お買い物,魚河岸シャツ・染物・衣料,火水,,無,,,,,,,有,,,,,,,
222127,2024900013,静岡県,焼津市,鶏笑焼津駅前店,トリショウヤイズエキマエテン,,,静岡県焼津市栄町1-12-8,,34.8701519,138.3164387,日月水土金木祝,11:00,20:00,11:00～20:00 ,,,焼津駅から徒歩で2分！からあげグランプリ最高金賞受賞！国産チキン100% 中津しょうゆ味は絶品です！オリジナルの焼津塩唐揚げもぜひお試しくださいませ。,,,普通車2台、軽1台,,,054-628-7643,,,,https://www.instagram.com/torishou.yaizu,一般募集で情報提供いただいた情報です。,お買い物,その他買物,火,,有,,〇,,,,店内入り口は、少し段差ありますが、スロープになっています。入店の際にはお手伝いいたします。,有,,,,,,,
222127,2024900016,静岡県,焼津市,大國家,オオクニヤ,,,静岡県焼津市栄町1-3-7,,34.8709038,138.3190081,日月木金土祝,10:00,17:00,10:00～17:00 ,,,創業は明治35年「美味しいお菓子は人を笑顔にする」というモットーのもと、最高級の原料を使い、添加物などを一切使用せずに幅広い年代の方に喜ばれる商品を製造しています。,,,3台,,,054-628-2212,,,,https://r.goope.jp/ok2212/,一般募集で情報提供いただいた情報です。,お買い物,お菓子,火水,,無,,,,,,,有,,,,,,,
222127,2024900018,静岡県,焼津市,スギヤマ時計店,スギヤマトケイテン,,,静岡県焼津市栄町6-2-1,,34.8687867,138.3175287,日月火木金土祝,10:00,18:30,10:00～18:30 ,,,創業1933年の時計、宝飾、メガネ専門店です。難しい電池交換も承ります。,,,普4台,,,054-628-4576,,,,http://www2.wbs.ne.jp/~s-watch/,一般募集で情報提供いただいた情報です。,お買い物,その他買物,水,,無,,,,,,,有,,,,,,,
222127,2024900020,静岡県,焼津市,キーマン静岡,キーマンシズオカ,,,静岡県焼津市祢宜島251-1,,34.8409731,138.3078986,日月火水木金土祝,10:00,18:00,10:00～18:00 出張作業は24時間対応,,"合鍵500円～ディンプルキー3,000円",鍵と錠の専門店。合鍵からカギのトラブル出張対応。店舗は、かっぱ寿司焼津店様横、ホームセンターDCM焼津店様向かいにございます。店舗営業時間は10時から18時。鍵のトラブルなどの出張作業は24時間,,,店舗前３台駐車可能,,,054-668-9506,,,,https://www.keyman-s.com/,一般募集で情報提供いただいた情報です。,お買い物,その他買物,,,無,,,,,,,無,,,,,,,
222127,2024900023,静岡県,焼津市,すずき菓子舗,スズキカシホ,,,静岡県焼津市高新田1906-1,,34.795864,138.3047511,日月火木金土祝,10:00,19:00,10:00～19:00,,,創業41年、昔ながらの和菓子と、和を取り入れた創作洋菓子を中心に販売しています。 ,,,5台,,,054-622-2330,,,,https://www.instagram.com/suzuki.kashiho,一般募集で情報提供いただいた情報です。,お買い物,お菓子,水,,有,,〇,,,,,有,,,,,,,
222127,2024900027,静岡県,焼津市,福与時計店,フクヨトケイテン,,,静岡県焼津市栄町4丁目2-1,,34.8701419,138.3197478,日火水木金土祝,10:00,19:00,10:00～19:00,,,焼津の地に1935年より創業！信頼とアフターサービスをモットーに営業中。電池交換、メガネの調整などご相談下さい。,,,なし　商店街の駐車スペースをご利用ください,,,054-628-2474,,,,https://happygive.base.shop,一般募集で情報提供いただいた情報です。,お買い物,その他買物,月,,無,,,,,,,有,,,,,,,
222127,2024900031,静岡県,焼津市,自慢のお米 又平商店,ジマンノオコメマタヒラショウテン,,,静岡県焼津市中里566,,34.8816096,138.3144164,月火水木金土,09:00,18:00,09:00～18:00,,,五つ星お米マイスターの資格を持つ店主が厳選したお米がずらりと並びます。特に力を入れているのは、無農薬・減農薬にこだわった安全で安 心なお米 。分づき米にも店頭で対応可能。,,,10台,,,054-628-2008,,,,https://matahira-shoten.com,一般募集で情報提供いただいた情報です。,お買い物,その他買物,日祝,,無,,,,,,,有,,,,,,,
