都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考,区分1,区分2,休業日,最大収容人数,バリアフリー対応,身障者用駐車場有り,車イスでの入店可能,車イストイレあり,多目的トイレあり,バリアフリーその他,バリアフリー詳細情報_他_備考,HP有無,焼津温泉,宿泊施設_部屋数,宿泊施設_温泉,タグ1,タグ2,タグ3,ふるさと納税
222127,2024000050,静岡県,焼津市,１CHIGO（イチゴー）,イチゴー,,,静岡県焼津市栄町6-3-19,,34.869588,138.317458,,,,17:00～24:00（LO.23:00）,,,常時80～100種の日本酒と旬のお刺身、厳選した肉料理や創作料理を開放的な空間でごゆっくりと。,,,普8台,,,054-625-9015,,,,https://www.instagram.com/1chigo.yaizu/,【掲載先】焼津マップ,お食事,居酒屋,水曜,60人,無,,,,,,,有,,,,,マグロ;カツオ;シラス;サバ,,
222127,2024000051,静岡県,焼津市,多国籍居酒屋　イヅミヤ,タコクセキイザカヤイヅミヤ,,,静岡県焼津市栄町1-2-12,,34.871488,138.318648,,,,17:30～24:00（LO.フード23:00　ドリンク23:30）,,,多国籍な料理と、クラフトビールなど多種のお酒をたのしめます！！,,,なし,,,054-626-2500,,,,https://r.gnavi.co.jp/hmeu0zgz0000/,【掲載先】焼津マップ,お食事,居酒屋,日曜,34人,無,,,,,,,有,,,,,,,
222127,2024000052,静岡県,焼津市,居酒屋　憲坊,イザカヤケンボウ,,,焼津市栄町1-5-17,,34.871382,138.318529,,,,18:00～24:00（LO.23:00）,,,気軽に立ち寄れるアットホームな居酒屋です。地元の美味しいお魚が食べられます。,,,なし,,,054-626-3192 ,,,,,【掲載先】焼津マップ,お食事,居酒屋,なし,24人,無,,,,,,,無,,,,,マグロ;カツオ;桜エビ;シラス,,
222127,2024000053,静岡県,焼津市,陽楽坊　晴れ晴れ,ヨウガクボウハレバレ,,,静岡県焼津市焼津2-4-4　イースリービル102,,34.86519967,138.3154476,,,,17:00～23:30（LO.22:30）,,,静岡の美味しい地酒と、毎朝、地元の港から仕入れた新鮮なお魚料理、おつまみを多数ご用意して、お待ちしております。,,,普6台,,,054-625-8085,,,,https://www.instagram.com/harebare817/,【掲載先】焼津マップ,お食事,居酒屋,日曜,22人,無,,,,,,,有,,,,,,,
222127,2024000054,静岡県,焼津市,ラウンジ　マリガン,ラウンジマリガン,,,静岡県焼津市栄町1-8-14デイジービル101,,34.871194,138.316711,,,,19:30～24:00（LO.23:00）,,,焼津駅南口から徒歩3分。落ち着いた雰囲気のラウンジです。,,,普1台,,,054-628-8990,,,,https://www.youtube.com/channel/UChhGp_xxr2VxUeJ5y6WY4uQ,【掲載先】焼津マップ,お食事,ナイト,水曜,20人,無,,,,,,,有,,,,,,,
222127,2024000055,静岡県,焼津市,生バンドハウス　みなと座,ナマバンドハウスミナトザ,,,静岡県焼津市栄町1-6-12,,34.870854,138.318035,,,,18:00～24:30,,,"超贅沢な一流バンドが連日生演奏!!驚きのお手軽料金と美味しいお料理で最高の想い出作りをお手伝いします!!
",,,なし,,,054-627-7205,,,,http://www.minatoza.jp/,【掲載先】焼津マップ,お食事,ナイト,日曜,70人,有,,〇,,,,段差無し,有,,,,,,,
222127,2024000057,静岡県,焼津市,こめふく,コメフク,,,"静岡県焼津市中港3-1-16　焼津PORTERS1F　フードコートA02	",,34.8731446,138.324673,,,,9:00～15:00,,,看板メニュー“削りたてかつお節かけ放題のおむすび”など、海のめぐみたっぷりなお米と焼津の食材を使用したメニューを展開。,,,焼津PORTERSに準じる,,,090-3349-5029,,,,https://www.instagram.com/komefuku_yaizu/,【掲載先】焼津マップ,お食事,和食,月曜・火曜(祝日の場合は営業),,有,〇,〇,〇,〇,,,有,,,,,,,
222127,2024000059,静岡県,焼津市,さかなセンター大食堂「渚」,サカナセンターダイショクドウナギサ,,,静岡県焼津市八楠4-13-7,,34.879668,138.303691,,,,11:00～LO14:00/土・日・祝10:30～LO.15:00　,,,活きの良い焼津港直送の鮮魚をふんだんに使った海鮮料理の数々。本場焼津の新鮮美味をご賞味あれ！,,,普600台/大型25台,,,054-628-1137,,,,https://www.sakana-center.com/dining/,【掲載先】焼津マップ,お食事,和食,元日・他施設点検臨時休業あり,700人,有,,〇,,,,さかなセンターに、駐車場有り。段差無し。車いすのまま食事可。,有,,,,,マグロ;カツオ;桜エビ;シラス,,
222127,2024000060,静岡県,焼津市,さんすい,サンスイ,,,静岡県焼津市八楠4丁目13-7　焼津さかなセンター,,34.88007339,138.3025941,,,,9:00～17:00,,,毎朝焼津港で仕入れる旬の新鮮な魚を、30種類以上の自慢の海鮮丼、お寿司、一品料理で是非お楽しみください。,,,さかなセンターに準ずる,,2号店（1号店054-629-3375）,054-625-8873,,,,https://www.sansui-yaizu.co.jp/,【掲載先】焼津マップ,お食事,すし,隔週水曜,45人,有,〇,〇,〇,〇,,さかなセンターに準じる,有,,,,,マグロ,,
222127,2024000061,静岡県,焼津市,まぐろ食堂,マグロショクドウ,,,静岡県焼津市八楠4丁目13-7　焼津さかなセンターサービス棟B-1,,34.88090952,138.3035557,,,,月曜～金曜　9:00～14:30　　土日祝　9:00～16:30,,,まぐろ専門店直営の食事処。選りすぐりのまぐろや新鮮な魚介類がお値打ち価格にて食べることができます。,,,さかなセンターに準ずる,,,054-627-0228,,,,https://uoni.co.jp/maguro-ya/,【掲載先】焼津マップ,お食事,和食,元日。臨時休業あり,50人,有,〇,〇,,〇,店内段差無し,,有,,,,,マグロ,,
222127,2024000066,静岡県,焼津市,まぐろ茶屋,マグロチャヤ,,,静岡県焼津市鰯ケ島136-26　うみえ～る焼津２F,,34.856864,138.326515,,,,11:00～16:00（LO.15:00）/17:00～21:00（LO.フード19:30・ドリンク20:00）※新鮮な魚が無くなり次第終了　※詳しくはTEL及びHPカレンダー参照ください,,,焼津のまぐろ問屋直営「海鮮和食レストラン」。専属の「目利き」がほれ込んだ天然まぐろ＆駿河湾地魚を！,,,普162台/大型3台,,,054-270-5811,,,,http://magurocyaya.jp/,【掲載先】焼津マップ,お食事,和食,月曜(祝日の場合は翌日休),88人,有,〇,〇,〇,〇,,うみえ～ると同様に車いす用駐車場、多目的トイレ、エレベーター、車いすの貸出有り。刻み食なども事前予約にて可。,有,,,,,マグロ;桜エビ;シラス;サバ,,
222127,2024000067,静岡県,焼津市,ととや新兵衛,トトヤシンベエ,,,静岡県焼津市鰯ケ島136-26　うみえ～る焼津２F,,34.85678,138.326718,,,,11:00～15:00(入店14:15まで　LO.14:30)/（土曜・日曜のみ）17:00～19:30　※夜は状況により早めに閉店,,,富士山一望の特等席で本格海鮮BBQを。景色の良さと鮮度の良い魚介類がごちそうです。https://www.totoya-bbq.com,,,普162台/大型3台,,,054-629-3551,,,,https://totoya-bbq.com/,【掲載先】焼津マップ,お食事,和食,水曜,85人,有,〇,〇,〇,〇,,うみえ～ると同様に車いす用駐車場、多目的トイレ、エレベーター、車いすの貸出有り。,有,,,,,マグロ;カツオ;ウナギ;サバ,,
222127,2024900006,静岡県,焼津市,ベトナム料理Suika chan,ベトナムリョウリ　スイカ　チャン,,,静岡県焼津市本町3-5-11,,34.8654959,138.3222009,日火水木金土祝,11:30,21:00,11:30～21:00 ,,,本格的なベトナム料理のお店です。,,,昭和通り共用駐車場,,,054-374-9350,,,,https://vietnam-suikachan.com/76332/,一般募集で情報提供いただいた情報です。,お食事,その他料理,月,20人,無,,,,,,,有,,,,,,,
222127,2024900007,静岡県,焼津市,きさらぎ,キサラギ,,,静岡県焼津市八楠2-25-13,,34.8817291,138.3073297,日月火水金土祝,11:00,22:00,11:00～22:00 日祝日11時～ 14時、16時～21時　平日14時～16時まで閉店　各終了時間30分前オーダーストップ,,各種定食1760円から　コース料理4400円から　豊富なメニュー,日本料理店　新鮮なお魚料理から肉料理、麺類、ピザなど豊富なメニューを取り揃えています。美味しい地酒もあります。個室でゆっくりお食事をお楽しみください。焼津旅行の際にはぜひお越しください。,,,普10台,,,054-627-8426,,,,https://www.instagram.com/kisaragi_komomo/,一般募集で情報提供いただいた情報です。,お食事,和食,木,45人,無,,,,,,,有,,,,,マグロ;カツオ;桜エビ;シラス;サバ,,
222127,2024900010,静岡県,焼津市,居酒屋日の出,イザカヤヒノデ,,,静岡県焼津市栄町1-2-1日の出ビル一階,,34.8715738,138.3188816,月火金土祝,17:30,22:30,17:30～22:30 金曜日と土曜日は２３時３０分まで営業,,一寸一杯お気軽に　昭和の居酒屋です,創業８０年　戦前から港町焼津を見守る居酒屋日の出です,,,なし,,,090-1754-9792,,,,https://www.instagram.com/hinodebar,一般募集で情報提供いただいた情報です。,お食事,居酒屋,水木,23人,無,,,,,,,有,,,,,マグロ;サバ;ウナギ;シラス;カツオ,,
222127,2024900011,静岡県,焼津市,手毬,テマリ,,,静岡県焼津市大住1085-1,,34.8463904,138.2903227,日月火金土木祝,11:00,21:00,11:00～21:00 【定休日】水曜日、第１・3・5木曜日,,,"焼津市唯一の""釜めし専門店""！『出汁、具沢山、お米、直炊き』にこだわった 釜めしをお作りしております。釜めし以外にも焼津や御前崎であがった新鮮なお刺身、手毬でしか味わえない一品料理もご用意しております。",,,普通車15台,,,054-623-5296,,,,https://temari19901212.owst.jp/,一般募集で情報提供いただいた情報です。,お食事,和食,水木,36人,無,,,,,,,有,,,,,マグロ;ウナギ;カツオ;桜エビ,,
222127,2024900012,静岡県,焼津市,さいとう農園　カフェtete,サイトウノウエン　カフェテテ,,,静岡県焼津市大島1329,,34.8197851,138.2957706,木金土,11:00,16:00,11:00～16:00 カフェ11：00～　ランチ11：30～　,,野菜たっぷりveganランチ　1650円～　／　　デザートセット　770円～,農薬を使わず、優しい気持ちで野菜を育てている 「さいとう農園」のcafe。自家製米糀などを使って作る「ココロと身体に優しい」 野菜たっぷりのveganランチ　veganスイーツです。,,,普通8台　/ 乗り合わせのご協力をお願いしています,,,070-8394-6869,,,,https://www.saitounouen-yaizu.com/,一般募集で情報提供いただいた情報です。,お食事,喫茶店・カフェ,日月火水,25人,無,,,,,,,有,,,,,,,
222127,2024900014,静岡県,焼津市,天ぷら割烹　齋とう,テンプラカッポウ　サイトウ,,,静岡県焼津市西小川2-4-19ジュネス登呂田101,,34.859139,138.3110456,日火水金木土祝,18:00,21:30,18:00～21:30 金土日祝 昼営業あり12:00～14:30,,"コース料理　花5,000円 月7,000円 雪9,000円",カウターで揚げたての天ぷらが出てきます。揚げたての天ぷらはとても贅沢な気分を味わえます！お酒は店主がお勧めする　日本酒やワインが天ぷらにとの相性が良いです。是非、御予約お待ちしております！,,,店舗前５台　店舗裏10数台,,,054-397-6753,,,,https://tenpura-saitou.com,一般募集で情報提供いただいた情報です。,お食事,和食,月,14人,有,,,,,,,有,,,,,マグロ;桜エビ;シラス;サバ;カツオ;ウナギ,,
222127,2024900015,静岡県,焼津市,会席料理　味彩,カイセキリョウリ　アジサイ,,,静岡県焼津市田尻北1227-2,,34.8402328,138.3299491,日月水木金土祝,11:30,21:00,11:30～21:00 11時30分～14時17時30分～21時  夜のご予約は事前予約のみ　月に一度第３週目火曜と水曜連休,,"平日ランチ　限定20食　花籠弁当　会席コース3,300円から　4,300円のコースからは事前予約が必要",座敷の個室ですので　ゆっくりお食事楽しめます。,,,10台,,,054-623-2875,,,,,一般募集で情報提供いただいた情報です。,お食事,和食,火水,25人,無,,,,,,,無,,,,,マグロ,,
222127,2024900017,静岡県,焼津市,食楽えんや,ショクラクエンヤ,,,静岡県焼津市石津120,,34.8426398,138.3108038,日火水木金土祝,17:30,23:00,"17:30～23:00 お昼の会食は2,500円からご予約のみでうけたわまっております",,,地のもの、季節のものからリーズナブルな居酒屋メニューまで取り揃えてございます。,,,店前4台、西隣14台駐車場完備,,,054-623-0151,,,,https://www.instagram.com/yaizu_enya,一般募集で情報提供いただいた情報です。,お食事,居酒屋,月,34人,無,,,,,,,有,,,,,マグロ;カツオ;サバ,,
222127,2024900019,静岡県,焼津市,カフェセレサ,カフェセレサ,,,静岡県焼津市三ケ名1194-4,,34.8634064,138.3051403,水木金土祝日,11:00,17:30,11:00～17:30 ,,コーヒー600円から　ケーキ600円から,焼津文化センターそば、焼津青島街道沿いの一軒家。手作りケーキとミカフェートのコーヒーをご用意してお待ちしております。パスタなど軽食もあります。,,,店西側10台、東側3台,,,054-626-4098,,,,,一般募集で情報提供いただいた情報です。,お食事,喫茶店・カフェ,月火,12人,無,,,,,,,無,,,,,,,
222127,2024900021,静岡県,焼津市,100% Jamaica Blue Mountain Coffee & Chocolate LENY,レニー,,,静岡県焼津市本町4-710-19,,34.8637698,138.3211327,日月火木金土祝,09:00,18:00,09:00～18:00 土日祝日は7:00～18:00営業　水曜日が祝日の場合は翌木曜日が店休日,,,店長の母国ジャマイカから空輸でブルーマウンテンコーヒー生豆とカカオ豆を日本に輸入、焼津の店舗で加工・製造しています。100％ブルーマウンテンコーヒーとジャマイカ産カカオ豆オンリーのチョコレートです。,,,店舗前4台,,,054-625-8770,,,,https://leny.coffee,一般募集で情報提供いただいた情報です。,お食事,喫茶店・カフェ,水,8人,無,,,,,,,有,,,,,,,
222127,2024900022,静岡県,焼津市,かつ一,カツイチ,,,静岡県焼津市西島345-314,,34.8009206,138.2613315,月日火木金土祝,11:00,19:00,11:00～19:00 (14:00～17:00準備中)　第一、第三木曜日定休日,,平日、土曜日ランチ1000円～,平日と土曜日はお得なランチやってます。,,,普5台,,,054-622-7333,,,,https://www.instagram.com/katuichi_yaizu,一般募集で情報提供いただいた情報です。,お食事,和食,水木,20人,有,,〇,,,,,有,,,,,,,
222127,2024900024,静岡県,焼津市,酒季の蔵,シュキノクラ,,,静岡県焼津市焼津3-10-8,,34.8633095,138.3092529,月火水木金土祝,18:00,03:00,18:00～03:00,,,みなさまのおかげで、今年で10周年を迎えました。これからも焼津の居酒屋 酒季の蔵を よろしくお願いします。,,,普通車4台,,,054-627-2527,,,,,一般募集で情報提供いただいた情報です。,お食事,居酒屋,日,30人,無,,,,,,,無,,,,,マグロ;カツオ;桜エビ;シラス;サバ,,
222127,2024900026,静岡県,焼津市,三福,サンプク,,,静岡県焼津市大住130-4,,34.8503222,138.290955,日月水木金土祝,10:30,19:00,10:30～14:00、17:00～19:00 ただし、第３月曜日と木曜日のみ10:30～14:00営業のみ 平日中休み有り,,お弁当６００円から　お惣菜２００円前後,和食の職人が丁寧に,,,店舗前に3台、道路挟んで2台,,,080-3626-7935,,,,https://www.instagram.com/sanfushaojin,一般募集で情報提供いただいた情報です。,お食事,その他料理,火,5人,無,,,,,,,有,,,,,ウナギ,,
222127,2024900028,静岡県,焼津市,酒肴本丸　駅前栄町店,サケサカナホンマルエキマエサカエチョウテン,,,静岡県焼津市栄町1丁目3-6,,34.8709532,138.3192906,月火水土木金祝,17:00,23:00,17:00～23:00 日曜が祝前日の場合営業、翌日の祝日がお休み,,,2020年新規オープン!素材に一手間加え長所を生かしたお造りや、備長炭使用の串焼き、その他天ぷらや一品もの用意しています。御来店お待ちしております。,,,普2台,,,054-908-9936,,,,https://www.instagram.com/honmaru.yaizu,一般募集で情報提供いただいた情報です。,お食事,居酒屋,日,36人,無,,,,,,,有,,,,,マグロ;カツオ;桜エビ;シラス;サバ;ウナギ,,
222127,2024900029,静岡県,焼津市,食事処すずき,ショクジドコロスズキ,,,静岡県焼津市西焼津32-1,,34.8586374,138.2832599,日火水木金土祝,11:30,22:00,11:30～22:00,,,地元の方に愛されて15年♪美味しいお寿司と海鮮料理を揃えてお待ちしてます。,,,店の前/普2台、その他数台,,,090-3589-1564,,,,,一般募集で情報提供いただいた情報です。,お食事,すし,月,20人,無,,,,,,,無,,,,,マグロ;桜エビ;サバ,,
